,record_id,survey_timestamp,learn_skills_rating,use_skills_rating,cope_wellbeng_rating,satisfied_session_rating,what_helpful,what_change,what_motivated,days_week,times_day,future_topics,referral_source,host_name,session_date,session_name,response_id,session_id,Mon,Tue,Wed,Thu,Fri,Sat,Sun,afternoon,evening,lunch,morning,email,friend/colleague,limeaid,referral_other,pm report,wellfocused,resp_concat_text,resp_concat_text_wc
159,159,2023-09-26 16:04:00,4.0,7.0,4.0,5.0,i think valuable skills were taught,it was a lot of information and moved too quickly.,i am interested in the topic,"monday,tuesday,friday","lunch,afternoon",,pm report,lily,2023-09-25,connecting with other people,13,12,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,i am interested in the topic i think valuable skills were taught it was a lot of information and moved too quickly.,22
160,160,2023-09-27 10:10:00,4.0,7.0,4.0,5.0,,,,wednesday,afternoon,,wellfocused calendar,lily,2023-09-25,connecting with other people,14,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0
161,161,2023-10-03 07:32:00,4.0,7.0,4.0,5.0,communication skills,not opening up chat for questions a minute before the meeting is over. not enough time.,,"thursday,friday","lunch,afternoon",speaking up to management,pm report,lily,2023-10-02,supporting family with anxiety,0,13,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,communication skills not opening up chat for questions a minute before the meeting is over. not enough time. speaking up to management,22
162,162,2023-10-03 07:34:00,4.0,7.0,3.0,4.0,overall global advice,nothing,17 year old with anxiety,"monday,tuesday,wednesday,thursday,friday",lunch,similar,"wellfocused calendar,limeade",lily,2023-10-02,supporting family with anxiety,1,13,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,17 year old with anxiety overall global advice nothing similar,10
163,163,2023-10-03 07:57:00,3.0,4.0,3.0,3.0,,,stress and anxiety,"monday,thursday,friday","morning,lunch",stress/relationships/time management/prioritization,limeade,lily,2023-10-02,supporting family with anxiety,2,13,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,stress and anxiety   stress/relationships/time management/prioritization,5
164,164,2023-10-03 08:27:00,3.0,6.0,3.0,4.0,,,the topic,,lunch,"anxiety, self-care, depression, family",pm report,lily,2023-10-02,supporting family with anxiety,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"the topic   anxiety, self-care, depression, family",6
165,165,2023-10-03 09:18:00,4.0,4.0,4.0,5.0,,"why are these not recorded and made available to people outside of that one moment in time, including people who have something come up and are not able to attend it in real time?",these sessions on various topics often offer great little amounts of insight from experts.,tuesday,"lunch,afternoon",,pm report,lily,2023-10-02,supporting family with anxiety,4,13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"these sessions on various topics often offer great little amounts of insight from experts.  why are these not recorded and made available to people outside of that one moment in time, including people who have something come up and are not able to attend it in real time?",48
166,166,2023-10-03 09:28:00,3.0,6.0,3.0,4.0,"4x4 3,3,3",,mom and brother,,afternoon,,wellfocused calendar,lily,2023-10-02,supporting family with anxiety,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"mom and brother 4x4 3,3,3",5
167,167,2023-10-03 10:23:00,4.0,7.0,3.0,5.0,on how to deal with my and my daughters's anxiety.,,that my daughter and myself both have anxiety.,"monday,tuesday,wednesday,thursday,friday","lunch,afternoon,evening",,pm report,lily,2023-10-02,supporting family with anxiety,6,13,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,that my daughter and myself both have anxiety. on how to deal with my and my daughters's anxiety.,18
168,168,2023-10-04 07:33:00,3.0,4.0,3.0,4.0,,,,"tuesday,thursday",lunch,,limeade,lily,2023-10-03,promoting connection to your partner,0,14,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,0
169,169,2023-10-04 08:16:00,3.0,6.0,3.0,5.0,made me more aware of my own issue and responsibilities,,need to bring happiness in my home,"tuesday,thursday",lunch,,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,1,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,need to bring happiness in my home made me more aware of my own issue and responsibilities,17
170,170,2023-10-04 08:27:00,4.0,6.0,4.0,5.0,the communication exercise with my partner,nothing,relationship management,"monday,friday","lunch,afternoon",,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,2,14,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,relationship management the communication exercise with my partner nothing,9
171,171,2023-10-04 09:02:00,4.0,7.0,4.0,5.0,"how to listen; starting physicality with daily hugs, must agree to accept something that is not changeable about my spouse",,always interesting in learning new things/approaches to situations,,,,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"always interesting in learning new things/approaches to situations how to listen; starting physicality with daily hugs, must agree to accept something that is not changeable about my spouse",28
172,172,2023-10-08 03:40:00,4.0,5.0,3.0,4.0,no,no,,wednesday,evening,,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,4,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,no no,2
173,173,2023-10-09 09:19:00,4.0,6.0,3.0,5.0,,,i am always looking for better ways to communicate with people in my life.,"monday,tuesday,wednesday,thursday,friday",lunch,,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,5,14,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,i am always looking for better ways to communicate with people in my life.,14
174,174,2023-10-13 09:02:00,4.0,7.0,4.0,5.0,specific suggestions and examples of thought processes,nothing,having been a caregiver,,lunch,practitioner burnout,wellfocused calendar,lily,2023-10-12,managing caregiver burnout,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,having been a caregiver specific suggestions and examples of thought processes nothing practitioner burnout,14
175,175,2023-10-13 09:02:00,3.0,5.0,3.0,4.0,the community,,to learn,wednesday,lunch,"romantic relationship, race in america","wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"to learn the community  romantic relationship, race in america",9
176,176,2023-10-13 09:02:00,4.0,7.0,3.0,5.0,just knowing that i'm not alone with the feeings that i have and to hear ways to cope & work through them.,nothing,i'm my mom's caregiver,wednesday,"lunch,afternoon",more on caregiving,pm report,lily,2023-10-12,managing caregiver burnout,2,15,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,i'm my mom's caregiver just knowing that i'm not alone with the feeings that i have and to hear ways to cope & work through them. nothing more on caregiving,30
177,177,2023-10-13 09:03:00,4.0,7.0,4.0,5.0,knowing that so many are experiencing the same things day to day,nothing,i am struggling as a caregiver. my life is not my own,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",,wellfocused calendar,lily,2023-10-12,managing caregiver burnout,3,15,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,i am struggling as a caregiver. my life is not my own knowing that so many are experiencing the same things day to day nothing,25
178,178,2023-10-13 09:15:00,4.0,6.0,4.0,5.0,i appreciated lily's personal perspective,a little longer...possibly more q&a,i am caring for mom who is in a facility and dad who is living independently,friday,lunch,"navigating medicare, medicaid. navigating hospice care",pm report,lily,2023-10-12,managing caregiver burnout,4,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"i am caring for mom who is in a facility and dad who is living independently i appreciated lily's personal perspective a little longer...possibly more q&a navigating medicare, medicaid. navigating hospice care",32
179,179,2023-10-13 09:18:00,3.0,7.0,3.0,4.0,,,,"monday,thursday,friday","lunch,evening",,"wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,5,15,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,,0
180,180,2023-10-13 09:28:00,3.0,4.0,4.0,4.0,i liked the familiarity of the presentation. alot of the psychology i knew but it helped to hear it again.,,i have been the caregiver for my father for more than 10 years.,wednesday,afternoon,coping with stress in the workplace,pm report,lily,2023-10-12,managing caregiver burnout,6,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,i have been the caregiver for my father for more than 10 years. i liked the familiarity of the presentation. alot of the psychology i knew but it helped to hear it again.  coping with stress in the workplace,39
181,181,2023-10-13 09:35:00,3.0,6.0,3.0,4.0,elements of caregiver fatigue,practice techniques,role strain,wednesday,afternoon,ptsd,pm report,lily,2023-10-12,managing caregiver burnout,7,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,role strain elements of caregiver fatigue practice techniques ptsd,9
182,182,2023-10-13 09:48:00,4.0,7.0,4.0,5.0,everything was very helpful. i could identify with everything presented.,"nothing. i liked the 30 minute session. not too overwhelming, but gave me a lot of things to think about and apply.",i'm a caregiver,"monday,tuesday,wednesday,thursday,friday",afternoon,sessions that expand and spend more time discussing the topics presented in this session,pm report,lily,2023-10-12,managing caregiver burnout,8,15,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"i'm a caregiver everything was very helpful. i could identify with everything presented. nothing. i liked the 30 minute session. not too overwhelming, but gave me a lot of things to think about and apply. sessions that expand and spend more time discussing the topics presented in this session",49
183,183,2023-10-13 10:02:00,3.0,4.0,4.0,4.0,that i am not alone,one on one sessions,care giver for 3 parents,"monday,friday",lunch,,pm report,lily,2023-10-12,managing caregiver burnout,9,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,care giver for 3 parents that i am not alone one on one sessions,14
184,184,2023-10-13 10:04:00,3.0,5.0,3.0,4.0,it felt validating to hear and read similar experience and symptoms to my own from caregiving.,i would have liked more practical information about coping.,it's very personal and relevant to me.,"thursday,friday","lunch,afternoon","more on caregiving, supporting loved ones with cancer or chronic illness.",pm report,lily,2023-10-12,managing caregiver burnout,10,15,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"it's very personal and relevant to me. it felt validating to hear and read similar experience and symptoms to my own from caregiving. i would have liked more practical information about coping. more on caregiving, supporting loved ones with cancer or chronic illness.",43
185,185,2023-10-13 11:05:00,3.0,5.0,3.0,4.0,,,,,lunch,"work life balance, stress coping skills, sleep","pm report,wellfocused calendar",lily,2023-10-12,managing caregiver burnout,11,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"work life balance, stress coping skills, sleep",7
186,186,2023-10-13 11:18:00,4.0,7.0,3.0,5.0,understanding the 5 stages of grief was helpful.,,i am a part-time caregiver for my mom.,"monday,tuesday,wednesday,thursday","lunch,afternoon",coping with (alzheimer's) mental illness of a loved one.,"wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,12,15,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,i am a part-time caregiver for my mom. understanding the 5 stages of grief was helpful.  coping with (alzheimer's) mental illness of a loved one.,25
187,187,2023-10-13 12:14:00,3.0,6.0,3.0,5.0,,,,wednesday,morning,,pm report,lily,2023-10-12,managing caregiver burnout,13,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0
188,188,2023-10-13 16:15:00,3.0,7.0,4.0,5.0,to know that others share the same experiences.,i wish the session was longer than 30 minutes.,i help care for my mother. this is new so i needed some tips.,"thursday,friday","lunch,afternoon",self care,wellfocused calendar,lily,2023-10-12,managing caregiver burnout,14,15,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,i help care for my mother. this is new so i needed some tips. to know that others share the same experiences. i wish the session was longer than 30 minutes. self care,33
189,189,2023-10-13 18:16:00,3.0,4.0,3.0,4.0,,,,tuesday,evening,money,"wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,15,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,money,1
190,190,2023-10-16 12:39:00,3.0,4.0,3.0,3.0,recognized the fact that depression is a symptom of caregiver stress,list coping mechanisms,strong encouragement from family member,,,"anxiety, bereavement, empathy","friend/colleague,pm report",lily,2023-10-12,managing caregiver burnout,16,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"strong encouragement from family member recognized the fact that depression is a symptom of caregiver stress list coping mechanisms anxiety, bereavement, empathy",22
191,191,2023-10-16 13:49:00,2.0,4.0,2.0,3.0,,,,,,,wellfocused calendar,lily,2023-10-12,managing caregiver burnout,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
192,192,2023-11-02 09:01:00,3.0,6.0,3.0,5.0,,,,"monday,wednesday,friday","morning,lunch,afternoon",,wellfocused calendar,lily,2023-11-01,managing triggers for substance abuse during the holidays,0,16,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,,0
193,193,2023-11-02 11:33:00,3.0,6.0,3.0,4.0,,,,monday,morning,,limeade,lily,2023-11-01,managing triggers for substance abuse during the holidays,1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0
194,194,2023-11-09 09:06:00,3.0,7.0,3.0,4.0,,link was incorrect and a lot of us waiting. notes should be preloaded.,,,,,,lily,2023-11-08,preparing for family conflict during the holidays,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,link was incorrect and a lot of us waiting. notes should be preloaded.,13
195,195,2023-11-09 09:33:00,4.0,7.0,4.0,5.0,more sessions,nothing,mil recently had a stroke and niece is having mental health issues at age 35 that is affecting all,"monday,tuesday,wednesday,thursday","lunch,afternoon",respectful boundaries,"pm report,wellfocused calendar,limeade",lily,2023-11-08,preparing for family conflict during the holidays,1,17,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,mil recently had a stroke and niece is having mental health issues at age 35 that is affecting all more sessions nothing respectful boundaries,24
196,196,2023-11-09 09:34:00,3.0,4.0,3.0,4.0,reminder for boundary setting,the link on the calendar went to a teams session with a different title (something about substance abuse?) and several attendees sat in this meeting for up to 10m before someone put the correct link in the chat!,,"monday,tuesday,wednesday,thursday,friday","lunch,afternoon",,wellfocused calendar,lily,2023-11-08,preparing for family conflict during the holidays,2,17,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,reminder for boundary setting the link on the calendar went to a teams session with a different title (something about substance abuse?) and several attendees sat in this meeting for up to 10m before someone put the correct link in the chat!,42
197,197,2023-11-09 09:48:00,4.0,6.0,4.0,5.0,,,,"monday,wednesday",afternoon,,wellfocused calendar,lily,2023-11-08,preparing for family conflict during the holidays,3,17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0
198,198,2023-11-09 10:08:00,4.0,7.0,4.0,4.0,"overall, the session was very helpful",none,,"monday,tuesday,wednesday,thursday,friday",afternoon,,pm report,lily,2023-11-08,preparing for family conflict during the holidays,4,17,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"overall, the session was very helpful none",7
199,199,2023-11-09 10:34:00,3.0,5.0,3.0,4.0,would like to have a copy of the slides/recording,make recording/slides accessible,"lots of family visiting for a week; need tips on patience, positive outlook",,,,"pm report,wellfocused calendar",lily,2023-11-08,preparing for family conflict during the holidays,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"lots of family visiting for a week; need tips on patience, positive outlook would like to have a copy of the slides/recording make recording/slides accessible",25
200,200,2023-11-09 12:00:00,3.0,5.0,3.0,4.0,acknowledgement that it's ok to not feel ok with situations/people,more interactive?,anticipation of a challenging holiday season this year,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",,pm report,lily,2023-11-08,preparing for family conflict during the holidays,6,17,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,anticipation of a challenging holiday season this year acknowledgement that it's ok to not feel ok with situations/people more interactive?,20
201,201,2023-11-15 09:02:00,3.0,4.0,3.0,4.0,,,,"monday,tuesday,wednesday,thursday,friday","lunch,afternoon",,wellfocused calendar,lily,2023-11-14,fighting back on _hibernation_ mode,0,18,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,,0
202,202,2023-11-15 09:05:00,3.0,6.0,3.0,5.0,,"nothing , it was great",dr. lily always had great talks.,"tuesday,thursday",lunch,engagement,wellfocused calendar,lily,2023-11-14,fighting back on _hibernation_ mode,1,18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"dr. lily always had great talks.  nothing , it was great engagement",12
203,203,2023-11-15 09:22:00,4.0,7.0,3.0,4.0,suggestions to avoid seclusion,no,overall focus on well being,"tuesday,wednesday,thursday",lunch,work life balance,"pm report,wellfocused calendar,limeade",lily,2023-11-14,fighting back on _hibernation_ mode,2,18,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,overall focus on well being suggestions to avoid seclusion no work life balance,13
204,204,2023-11-15 09:35:00,3.0,5.0,3.0,4.0,,,,,,,wellfocused calendar,lily,2023-11-14,fighting back on _hibernation_ mode,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
205,205,2023-11-22 09:05:00,4.0,7.0,4.0,5.0,presenter is relatable,pdfs attached before start of meeting,,,,,,lily,2023-11-21,savoring time off,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,presenter is relatable pdfs attached before start of meeting,9
206,206,2023-11-22 09:06:00,3.0,4.0,3.0,3.0,,,,tuesday,lunch,,wellfocused calendar,lily,2023-11-21,savoring time off,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
207,207,2023-11-22 09:31:00,3.0,5.0,3.0,4.0,self-reinforcement of cbt principles,,"wanted to hear from expert in field, as a refresher","tuesday,wednesday",morning,,pm report,lily,2023-11-21,savoring time off,2,19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"wanted to hear from expert in field, as a refresher self-reinforcement of cbt principles",14
208,208,2023-11-22 10:24:00,4.0,7.0,4.0,5.0,positive thinking and effect on anxiety,slides not visible,holiday stress,wednesday,afternoon,more strategies for reducing anxiety,pm report,lily,2023-11-21,savoring time off,3,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,holiday stress positive thinking and effect on anxiety slides not visible more strategies for reducing anxiety,16
209,209,2023-11-28 09:01:00,4.0,7.0,3.0,5.0,,,,friday,lunch,,"wellfocused calendar,limeade",lily,2023-11-27,managing mood-based decisions for financial management,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,,0
210,210,2023-11-28 09:15:00,3.0,6.0,3.0,4.0,all coping strategies offered,no participant nteraction,holidays stress me out financially every year,"monday,tuesday,wednesday,thursday",lunch,adolescent children financial coaching,"pm report,wellfocused calendar,limeade",lily,2023-11-27,managing mood-based decisions for financial management,1,20,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,holidays stress me out financially every year all coping strategies offered no participant nteraction adolescent children financial coaching,18
211,211,2023-11-28 09:28:00,4.0,7.0,3.0,5.0,,pdfs/slides attached at beginning of the meeting,,,,,pm report,lily,2023-11-27,managing mood-based decisions for financial management,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,pdfs/slides attached at beginning of the meeting,7
212,212,2023-11-28 10:26:00,3.0,6.0,3.0,4.0,,,,"monday,tuesday,wednesday","lunch,afternoon","work/life balance, family stress",other (penntoday),lily,2023-11-27,managing mood-based decisions for financial management,3,20,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"work/life balance, family stress",4
213,213,2023-11-28 12:01:00,4.0,7.0,4.0,5.0,how to understand emotional spending,,understand why i have buyer's remorse too often after purchases,"monday,tuesday,thursday,friday","morning,afternoon",how to return to meditation after trauma,pm report,lily,2023-11-27,managing mood-based decisions for financial management,4,20,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,understand why i have buyer's remorse too often after purchases how to understand emotional spending  how to return to meditation after trauma,22
214,214,2023-12-06 09:08:00,3.0,6.0,4.0,4.0,dear man,,the title of the session,"all,days",morning,,"wellfocused, limeaid",lily,2023-12-05,boundary setting around the holidays,0,21,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,the title of the session dear man,7
215,215,2023-12-06 09:16:00,4.0,6.0,3.0,5.0,,,,,,,,lily,2023-12-05,boundary setting around the holidays,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
216,216,2023-12-06 09:19:00,4.0,7.0,4.0,5.0,,,,"tuesday,,thursday",afternoon,,pm report,lily,2023-12-05,boundary setting around the holidays,2,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,0
217,217,2023-12-06 10:41:00,4.0,7.0,4.0,5.0,,,,friday,afternoon,,pm report,lily,2023-12-05,boundary setting around the holidays,3,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0
218,218,2023-12-14 09:07:00,4.0,7.0,4.0,5.0,how dr brown illucidates the mundane,nothing,her other talks,wednesday,lunch,handling negative work environments,wellfocused,lily,2023-12-13,looking back on the year,0,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,her other talks how dr brown illucidates the mundane nothing handling negative work environments,14
219,219,2023-12-14 09:15:00,4.0,7.0,4.0,5.0,the session was very helpful.,nothing,the title of the session,"monday,,tuesday,,thursday","morning,,afternoon",psychological safety,pm report,lily,2023-12-13,looking back on the year,1,22,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,the title of the session the session was very helpful. nothing psychological safety,13
220,220,2023-12-14 13:26:00,4.0,7.0,4.0,5.0,"transparency, truth, and talking with people of color",longer session time,feeling frustrated about the inequities in job perforance and pay,thursday,morning,how to advocate at penn equal pay and worth from penn medicine,pm report,lily,2023-12-13,looking back on the year,2,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"feeling frustrated about the inequities in job perforance and pay transparency, truth, and talking with people of color longer session time how to advocate at penn equal pay and worth from penn medicine",33
221,221,2023-12-18 07:22:00,4.0,6.0,3.0,5.0,,,,wednesday,lunch,,wellfocused,lily,2023-12-15,promoting healthy habits,0,23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
222,222,2023-12-18 12:57:00,1.0,1.0,1.0,1.0,,"received confirmation and calendar invite event was at noon, but speaker said event was held at 10 am",to be more mindful,"monday,,wednesday,,friday",lunch,,wellfocused,lily,2023-12-15,promoting healthy habits,1,23,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"to be more mindful  received confirmation and calendar invite event was at noon, but speaker said event was held at 10 am",22
223,223,2023-12-20 08:11:00,4.0,7.0,4.0,5.0,flexibility in scheduling,nothing,family crisis,"all,days","all,times",coping with grief and maintaining boundaries,pm report,lily,2023-12-15,promoting healthy habits,2,23,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,family crisis flexibility in scheduling nothing coping with grief and maintaining boundaries,12
224,224,2024-01-12 09:04:00,3.0,4.0,2.0,3.0,,,,"wednesday,friday",lunch,,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,0,24,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,0
225,225,2024-01-12 09:04:00,4.0,7.0,4.0,5.0,everything!,nothing,"dealing with past trauma, getting worse","tuesday,wednesday,thursday","lunch,afternoon",,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,1,24,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,"dealing with past trauma, getting worse everything! nothing",8
226,226,2024-01-12 09:06:00,3.0,6.0,3.0,4.0,,,,wednesday,"lunch,evening",,pm report,lily,2024-01-11,coping with recent or ongoing trauma,2,24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,0
227,227,2024-01-12 09:13:00,4.0,6.0,4.0,5.0,,,very motivated,"tuesday,thursday,friday",lunch,,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,3,24,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,very motivated,2
228,228,2024-01-12 09:22:00,3.0,6.0,3.0,5.0,"identifying symptoms, defining strategies",longer session,trauma after severe care accident,wednesday,lunch,,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,4,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"trauma after severe care accident identifying symptoms, defining strategies longer session",11
229,229,2024-01-12 09:22:00,3.0,7.0,3.0,5.0,that i was not alone,nothing,i'm having a rough time right now with my elderly parent,"tuesday,thursday,friday",lunch,singleness,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,5,24,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,i'm having a rough time right now with my elderly parent that i was not alone nothing singleness,18
230,230,2024-01-12 11:34:00,4.0,7.0,4.0,5.0,the background on effects of trauma in adults,,i do trauma trainings so wanted more info,,,,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,i do trauma trainings so wanted more info the background on effects of trauma in adults,16
231,231,2024-01-19 09:29:00,3.0,7.0,3.0,5.0,unpacked a lot of information about coping with grief in 30 minutes,"nothing, presenter used personal examples to highlight skills",work with people with cancer here at penn,,afternoon,,wellfocused calendar,lily,2024-01-18,grieving losses,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"work with people with cancer here at penn unpacked a lot of information about coping with grief in 30 minutes nothing, presenter used personal examples to highlight skills",28
232,232,2024-01-19 09:47:00,4.0,6.0,4.0,5.0,normalizing my experience,the opportunity to talk with a grief counselor afterward,death of my mom,friday,morning,setting healthy boundaries,limeade,lily,2024-01-18,grieving losses,1,25,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,death of my mom normalizing my experience the opportunity to talk with a grief counselor afterward setting healthy boundaries,19
233,233,2024-01-19 11:41:00,3.0,4.0,3.0,5.0,,,,"thursday,friday",lunch,,"wellfocused calendar,limeade",lily,2024-01-18,grieving losses,2,25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,,0
234,234,2024-01-22 08:10:00,3.0,5.0,3.0,5.0,,,,"thursday,friday",lunch,,"wellfocused calendar,limeade,other",lily,2024-01-18,grieving losses,3,25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,,0
235,235,2024-01-24 08:02:00,3.0,5.0,3.0,5.0,,,,,lunch,,wellfocused calendar,lily,2024-01-23,managing urges for problematic behaviors,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
236,236,2024-01-24 08:05:00,4.0,6.0,4.0,5.0,transparency,nothing,self improvement,"monday,tuesday,wednesday,thursday,friday",afternoon,smoking cessation,wellfocused calendar,lily,2024-01-23,managing urges for problematic behaviors,1,26,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,self improvement transparency nothing smoking cessation,6
237,237,2024-01-24 08:15:00,3.0,7.0,3.0,5.0,different ways in delaying a behavior i want to stop,nothing,"this year, i am focusing on self care","monday,wednesday,friday","lunch,evening",methods of combating procrastination and lack of motivation,wellfocused calendar,lily,2024-01-23,managing urges for problematic behaviors,2,26,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,"this year, i am focusing on self care different ways in delaying a behavior i want to stop nothing methods of combating procrastination and lack of motivation",27
238,238,2024-01-24 08:20:00,3.0,7.0,3.0,4.0,,,trying to improve myself,,,,limeade,lily,2024-01-23,managing urges for problematic behaviors,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,trying to improve myself,4
239,239,2024-01-24 09:19:00,3.0,5.0,3.0,3.0,the reminder to wait 10 minutes before caving into a craving,not sure,always looking for good tips,"tuesday,friday",morning,,"pm report,wellfocused calendar",lily,2024-01-23,managing urges for problematic behaviors,4,26,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,always looking for good tips the reminder to wait 10 minutes before caving into a craving not sure,18
