,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
4,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_26,"make, go, use, deal, guilty, last, year, tool, depression, copy, cope, possible, try, time, handle, self, long, get, little, mechanism",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_27,"anxiety, dear, mother, advice, challenging, love, shift, parenting, emotion, recently, pm, lose, explanation, recommedation, self, well, relevant, guide, end, speak",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_28,"understand, make, change, think, meditation, stress, like, hear, caregiver, emotional, save, often, psychology, purchase, event, remorse, ask, teach, trauma, question",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_29,"recommendation, cope, recent, session, self, thing, approach, last, small, member, symptom, learn, fact, always, daily, interesting, hug, communicating, agree, changeable",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_30,"make, excuse, information, belief, involve, person, always, need, slide, recognize, stop, strategy, relationship, time, negative, personal, keep, dynamic, social, growth",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_31,"connect, night, improve, workable, leave, restful, grief, find, really, deescalate, difference, terror, death, people, comment, strategy, handle, other, situation, relationship",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_32,"tip, look, resource, emotion, crave, doctor, new, strategy, work, burnout, communication, always, thought, good, wait, check, cave, sure, little, physiological",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_33,"brief, emotion, understand, loss, spouse, stage, different, opportunity, sharing, project, partly, mitigate, cover, lecture, large, intellectual, incorporate, course, easily, logical",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
