,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
76,Topic_23,"feel, time, recommendation, use, interested, skill, different, communicate, situation, want, help, identify, well, relevant, valuable, family, understanding, challenge, acknowledgement, new",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_23,"feel, time, recommendation, use, interested, skill, different, communicate, situation, want, help, identify, well, relevant, valuable, family, understanding, challenge, acknowledgement, new",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_24,"help, people, patient, recent, develop, community, grief, connection, always, way, well, look, seminar, overcome, loss, father, understanding, communicate, point, interrupt",self esteem,Topic_46,sleep tips,2023-07-24,lily
29,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",interest,Topic_25,coping with grief and loss,2023-07-13,erica
278,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
350,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
1,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
405,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
76,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_25,"judgmental, wonderful, mindful, chat, lily, presenter, question, personable, interest, relatable, always, reinforcement, say, time, interested, great, hear, terrific, topic, think",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_26,"want, volunteer, community, time, anxiety, think, already, great, home, feel, get, help, change, inspiration, work, relax, single, write, expectation, health",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_27,"long, stress, work, need, help, time, penn, session, old, pay, son, advice, learn, impact, grace, loneliness, method, advocate, suggestion, offer",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_28,"feel, last, loss, grief, way, form, hangout, social, start, get, friendship, event, end, difficult, happend, old, toxic, new, go, one",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_29,"mindfulness, time, way, improve, sleep, need, anxiety, balance, tip, helpful, life, personal, cause, interested, occasional, limit, daily, suffer, little, manifest",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_30,"stress, minimize, deal, sleep, loss, strategy, work, look, anxiety, like, disposition, remember, intelligence, related, therapy, learn, tool, emotional, coping, perspective",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_31,"need, presenter, tragedy, life, hosting, framework, understanding, lose, change, still, friend, give, recent, go, good, specific, suggestion, sit, year, session",self esteem,Topic_46,sleep tips,2023-07-24,lily
367,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",money,Topic_32,managing caregiver burnout,2023-10-12,lily
278,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",,Topic_0,bringing down emotions,2023-08-25,lily
350,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
333,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
405,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
77,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_32,"life, time, work, cope, sleep, balance, session, example, skill, lot, available, get, look, money, die, deal, relationship, schedule, prioritization, duration",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_33,"session, loss, grief, question, decision, use, sugne, current, night, support, time, difference, learn, mobility, discussion, comment, make, parent, stress, need",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_33,"session, loss, grief, question, decision, use, sugne, current, night, support, time, difference, learn, mobility, discussion, comment, make, parent, stress, need",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_33,"session, loss, grief, question, decision, use, sugne, current, night, support, time, difference, learn, mobility, discussion, comment, make, parent, stress, need",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_33,"session, loss, grief, question, decision, use, sugne, current, night, support, time, difference, learn, mobility, discussion, comment, make, parent, stress, need",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_33,"session, loss, grief, question, decision, use, sugne, current, night, support, time, difference, learn, mobility, discussion, comment, make, parent, stress, need",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
