,orig_index,what_motivated,what_helpful,what_change,future_topics,days_week,times_day,referral_source,host_name,session_date,session_name,resp_concat_text
245,67,i have a stressful job and i want to learn to be more relaxed and improve my well being.,the examples and the overall presentation,nothing,"more about self-care, work life balance",monday,morning,"wellfocused, limeaid",lily,2023-07-24,sleep tips,"i have a stressful job and i want to learn to be more relaxed and improve my well being. the examples and the overall presentation nothing more about self-care, work life balance"
246,68,,,,,,,,lily,2023-07-24,sleep tips,
247,69,,,,,tuesday,morning,limeaid,lily,2023-07-24,sleep tips,
248,70,interested in tips for finding adult friendships,that it's normal to dread social engagements.,some time for q+a,how to identify others who share your values,"monday,,wednesday",lunch,pm report,lily,2023-07-24,sleep tips,interested in tips for finding adult friendships that it's normal to dread social engagements. some time for q+a how to identify others who share your values
249,71,,,,,"tuesday,,wednesday",morning,wellfocused,lily,2023-08-10,getting reconnected to the _big picture_,
250,72,,,,,"all,days","morning,,afternoon","pm report, wellfocused",lily,2023-08-10,getting reconnected to the _big picture_,
251,73,wanted to hear the information.,the information itself.,nothing,elder care for parents,thursday,evening,"wellfocused, limeaid",lily,2023-08-10,getting reconnected to the _big picture_,wanted to hear the information. the information itself. nothing elder care for parents
252,74,the wellfocused resource,,,,wednesday,morning,"wellfocused, limeaid",lily,2023-08-10,getting reconnected to the _big picture_,the wellfocused resource
253,75,,,,,"tuesday,,wednesday,,thursday,,friday","lunch,,afternoon",wellfocused,lily,2023-08-10,getting reconnected to the _big picture_,
254,76,i like to hear other perspectives and approaches to this topic.,it was good food for thought - good reinforcement of the kinds of things i review weekly,"i loved the tone, but i disliked 2 items: 1. the way i generated my honest list of priorities/values was first to consider how i spend my time, since i believe my actual choices are the clearest evidence of my priorities; so when we got to the second portion of the exercise, there was nothing for me to do. and 2. the emphasis on external motivation in the 'what would i like my legacy to be?' question. it's been my experience that modern people are very preoccupied with worrying about what others think of them instead of reaching deep to find their own values and practice them. in other words, i think a good legacy is an incidental by-product of healthy self-motivation. hope that makes sense! otherwise, as i say, i loved the tone of the course. i like lily brown's warm approach.",stress management issues,"tuesday,,wednesday,,thursday,,friday","morning,,afternoon",limeaid,lily,2023-08-10,getting reconnected to the _big picture_,"i like to hear other perspectives and approaches to this topic. it was good food for thought - good reinforcement of the kinds of things i review weekly i loved the tone, but i disliked 2 items: 1. the way i generated my honest list of priorities/values was first to consider how i spend my time, since i believe my actual choices are the clearest evidence of my priorities; so when we got to the second portion of the exercise, there was nothing for me to do. and 2. the emphasis on external motivation in the 'what would i like my legacy to be?' question. it's been my experience that modern people are very preoccupied with worrying about what others think of them instead of reaching deep to find their own values and practice them. in other words, i think a good legacy is an incidental by-product of healthy self-motivation. hope that makes sense! otherwise, as i say, i loved the tone of the course. i like lily brown's warm approach. stress management issues"
255,77,i have been going through somethings in the last 2 years i need to handle proberly,how to use coping mechanisms properly,,how to get over childhood trauma,"wednesday,,thursday",afternoon,wellfocused,lily,2023-08-10,getting reconnected to the _big picture_,i have been going through somethings in the last 2 years i need to handle proberly how to use coping mechanisms properly  how to get over childhood trauma
256,78,,,,,,,,lily,2023-08-14,building a sense of community,
257,79,"attended a prior session by dr lily brown. she is dynamic, practical, engaging and makes sense to me","resources shared, engaging presenter",nothing,"attended a prior session by dr lily brown. she is dynamic, practical, engaging and makes sense to me",friday,"lunch,,afternoon",wellfocused,lily,2023-08-14,building a sense of community,"attended a prior session by dr lily brown. she is dynamic, practical, engaging and makes sense to me resources shared, engaging presenter nothing attended a prior session by dr lily brown. she is dynamic, practical, engaging and makes sense to me"
258,80,email,,,email,monday,lunch,limeaid,lily,2023-08-14,building a sense of community,email   email
259,81,,,,,"monday,,tuesday,,wednesday,,thursday","morning,,lunch,,afternoon","pm report, wellfocused",lily,2023-08-14,building a sense of community,
260,82,i thought it was going to be more about avenues to join community events.,,,i thought it was going to be more about avenues to join community events.,,,pm report,lily,2023-08-14,building a sense of community,i thought it was going to be more about avenues to join community events.   i thought it was going to be more about avenues to join community events.
261,83,shame / anonymity,the coping exercises and ways to shift your thinking,nothing,shame / anonymity,"all,days","all,times","wellfocused, limeaid",lily,2023-08-14,building a sense of community,shame / anonymity the coping exercises and ways to shift your thinking nothing shame / anonymity
262,84,to help patients develop community connections,how to overcome barriers,nothing,to help patients develop community connections,"monday,,tuesday,,friday","morning,,lunch",pm report,lily,2023-08-14,building a sense of community,to help patients develop community connections how to overcome barriers nothing to help patients develop community connections
263,85,"as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"".",confirmation on how i have felt in the past during the situations she discussed. ex. i've felt exactly what she said but after pushing myself to go to social events i do end up feeling happy that i ended up going. it was good to hear that is the best way to handle those feelings.,only that it would have been nice to hear of examples of social events out here in lancaster. i felt it was more geared to philly.,"as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"".","monday,,tuesday,,thursday",lunch,"email, i think the pm report but can't remember.",lily,2023-08-14,building a sense of community,"as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"". confirmation on how i have felt in the past during the situations she discussed. ex. i've felt exactly what she said but after pushing myself to go to social events i do end up feeling happy that i ended up going. it was good to hear that is the best way to handle those feelings. only that it would have been nice to hear of examples of social events out here in lancaster. i felt it was more geared to philly. as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts""."
264,86,i recognize that i am that person that makes up excuses not to be involved and i need to stop.,to not go with the negative excuses that i tend to make.,nothing,i recognize that i am that person that makes up excuses not to be involved and i need to stop.,"thursday,,friday",lunch,"wellfocused, limeaid",lily,2023-08-14,building a sense of community,i recognize that i am that person that makes up excuses not to be involved and i need to stop. to not go with the negative excuses that i tend to make. nothing i recognize that i am that person that makes up excuses not to be involved and i need to stop.
265,87,i already volunteer but i wanted some inspiration to volunteer more/get more involved in community.,discussing resources for engaging with community,including a personal story,i already volunteer but i wanted some inspiration to volunteer more/get more involved in community.,"monday,,thursday,,friday","lunch,,afternoon,,evening",pm report,lily,2023-08-14,building a sense of community,i already volunteer but i wanted some inspiration to volunteer more/get more involved in community. discussing resources for engaging with community including a personal story i already volunteer but i wanted some inspiration to volunteer more/get more involved in community.
266,88,any skills i can learn to help me socially are something i seek out,its normal to not feel motivated to keep social plans,"more conflict resolution skills perhaps when a social event that has been planned for a long time, gets changed last minute",any skills i can learn to help me socially are something i seek out,"tuesday,,thursday,,friday","lunch,,afternoon","pm report, wellfocused",lily,2023-08-14,building a sense of community,"any skills i can learn to help me socially are something i seek out its normal to not feel motivated to keep social plans more conflict resolution skills perhaps when a social event that has been planned for a long time, gets changed last minute any skills i can learn to help me socially are something i seek out"
267,89,,,,,"monday,,friday","morning,,evening","wellfocused, limeaid",lily,2023-08-25,bringing down emotions,
268,90,the topic,sleep hygiene,nothing; offer again,weight loss over 50,friday,"morning,,lunch","wellfocused, limeaid",lily,2023-08-25,bringing down emotions,the topic sleep hygiene nothing; offer again weight loss over 50
269,91,,,,,friday,afternoon,pm report,lily,2023-08-25,bringing down emotions,
270,92,,real life examples to use,,,,,pm report,lily,2023-08-25,bringing down emotions,real life examples to use
271,93,appropriate to current need,simple techniques to use in the moment,time for questions or discussion with others,"caring for aging parents: memory loss, support, mobility, decision making, etc.",,,pm report,lily,2023-08-25,bringing down emotions,"appropriate to current need simple techniques to use in the moment time for questions or discussion with others caring for aging parents: memory loss, support, mobility, decision making, etc."
272,94,topic,techniques,,,tuesday,morning,wellfocused,lily,2023-08-25,bringing down emotions,topic techniques
273,95,,,,,"wednesday,,friday","lunch,,afternoon",wellfocused,lily,2023-08-25,bringing down emotions,
274,96,,,,,"tuesday,,wednesday,,thursday,,friday","lunch,,afternoon","pm report, wellfocused, limeaid",lily,2023-08-25,bringing down emotions,
275,97,looking for ways to cope with work related stress,,,,"monday,,friday","morning,,afternoon",limeaid,lily,2023-08-25,bringing down emotions,looking for ways to cope with work related stress
276,98,,,,,,,pm report,lily,2023-08-25,bringing down emotions,
277,99,am always up for ways to improve how i interact with others,,,,thursday,evening,"wellfocused, limeaid",lily,2023-08-25,bringing down emotions,am always up for ways to improve how i interact with others
278,100,,,,,,afternoon,,lily,2023-08-25,bringing down emotions,
279,101,,,,,"tuesday,,wednesday,,thursday,,friday",lunch,limeaid,lily,2023-08-25,bringing down emotions,
280,102,,,,,wednesday,afternoon,,lily,2023-08-30,coping with grief,
281,103,,,,,"monday,wednesday,friday","morning,lunch,afternoon",,lily,2023-08-30,coping with grief,
282,104,grieving 17 yr old son killed in an accident 4/1/23,going through the triangle diagrams,it should be 60 minutes long,loneliness,"wednesday,thursday",lunch,pm report,lily,2023-08-30,coping with grief,grieving 17 yr old son killed in an accident 4/1/23 going through the triangle diagrams it should be 60 minutes long loneliness
283,105,my dad died 9 years ago unexpectedly and my sister died from covid in 2020 and i still have not gotten over this,how to cope,"to be done either in afternoon, or have a copy of the video available to look at again","manage money, dealing with grief, dealing with addiction",wednesday,evening,"wellfocused calendar,limeade",lily,2023-08-30,coping with grief,"my dad died 9 years ago unexpectedly and my sister died from covid in 2020 and i still have not gotten over this how to cope to be done either in afternoon, or have a copy of the video available to look at again manage money, dealing with grief, dealing with addiction"
284,106,i have never been taught how to cope or deal with grief,the charts to show how we react towards grief and how to maneuver out of the loop,make it longer :),anything dr. brown has to offer,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon,evening",limeade,lily,2023-08-30,coping with grief,i have never been taught how to cope or deal with grief the charts to show how we react towards grief and how to maneuver out of the loop make it longer :) anything dr. brown has to offer
285,107,i loss five loved ones in 2022,how to cope with my grief,add a questions and answer session.,positive thinking,"monday,tuesday,wednesday,thursday,friday","morning,afternoon",pm report,lily,2023-08-30,coping with grief,i loss five loved ones in 2022 how to cope with my grief add a questions and answer session. positive thinking
286,108,topic and having attended other of dr. brown's talks,thinking strategies,nothing,vasovagal therapy,"wednesday,thursday,friday",lunch,wellfocused calendar,lily,2023-08-30,coping with grief,topic and having attended other of dr. brown's talks thinking strategies nothing vasovagal therapy
287,109,my finance past on 8/8/23,how to deal with the anger and guilt,,,wednesday,afternoon,pm report,lily,2023-08-30,coping with grief,my finance past on 8/8/23 how to deal with the anger and guilt
288,110,recently lost my mother and it spoke to me,sleep recommedations,,parenting,"tuesday,wednesday,thursday","lunch,afternoon","pm report,limeade",lily,2023-08-30,coping with grief,recently lost my mother and it spoke to me sleep recommedations  parenting
289,111,lost two people back-to-back,,more about acceptance and how to deal with not accepting loss,,,,pm report,lily,2023-08-30,coping with grief,lost two people back-to-back  more about acceptance and how to deal with not accepting loss
290,112,loss of a loved one.,the six specific ways to cope with loss and grief.,,organizational skills,"monday,tuesday,wednesday,thursday,friday",lunch,pm report,lily,2023-08-30,coping with grief,loss of a loved one. the six specific ways to cope with loss and grief.  organizational skills
291,113,loss and grief,depression is typically from the past anxiety is worry about the futre,"i wouldn't change. it was informative, kept my full attention the entire time.","overthinking, burn out","tuesday,wednesday",lunch,pm report,lily,2023-08-30,coping with grief,"loss and grief depression is typically from the past anxiety is worry about the futre i wouldn't change. it was informative, kept my full attention the entire time. overthinking, burn out"
292,114,my husband passed last week and i just returned to work,grief is not a linear process,,,"monday,wednesday,friday",lunch,other,lily,2023-08-30,coping with grief,my husband passed last week and i just returned to work grief is not a linear process
293,115,many of my clients have been dealing with the chronic violence in philly on a daily basis. it severely impacts their mental health.,good refresher,,,thursday,morning,pm report,lily,2023-08-30,coping with grief,many of my clients have been dealing with the chronic violence in philly on a daily basis. it severely impacts their mental health. good refresher
294,116,recent death of my father.,helped with recent loss and understanding how i was coping with it.,no,,"monday,wednesday,thursday",lunch,pm report,lily,2023-08-30,coping with grief,recent death of my father. helped with recent loss and understanding how i was coping with it. no
295,117,the topic,,the opportunity to ask questions.,blended families,thursday,lunch,wellfocused calendar,lily,2023-08-30,coping with grief,the topic  the opportunity to ask questions. blended families
296,118,i wanted to learn new information.,the session gave me anew way to look at and mentally process grief and anxiety.,nothing,helping children with stress issues.,"tuesday,wednesday,thursday","lunch,afternoon,evening","wellfocused calendar,limeade",lily,2023-08-30,coping with grief,i wanted to learn new information. the session gave me anew way to look at and mentally process grief and anxiety. nothing helping children with stress issues.
297,119,personal growth,all the information provided.,the caption box blocked some of the slides.,no recommendations,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",wellfocused calendar,lily,2023-08-30,coping with grief,personal growth all the information provided. the caption box blocked some of the slides. no recommendations
298,120,my dad is dying,,,,"wednesday,friday",lunch,wellfocused calendar,lily,2023-08-30,coping with grief,my dad is dying
299,121,grief - to better understand my feelings,,,,tuesday,morning,pm report,lily,2023-08-30,coping with grief,grief - to better understand my feelings
300,122,i just jumped on it when it was presented to me.,everything was helpful,working on everything,how to identify when things are about to happen.,"tuesday,thursday","lunch,afternoon","wellfocused calendar,limeade",lily,2023-08-30,coping with grief,i just jumped on it when it was presented to me. everything was helpful working on everything how to identify when things are about to happen.
301,123,the doctor,new resources,little more time,work burnout,wednesday,"lunch,evening",wellfocused calendar,lily,2023-08-30,coping with grief,the doctor new resources little more time work burnout
302,124,general knowledge,honed in tips i already knew,nothing,anxiety,monday,morning,pm report,lily,2023-08-30,coping with grief,general knowledge honed in tips i already knew nothing anxiety
303,125,,,,,wednesday,lunch,pm report,lily,2023-08-30,coping with grief,
304,126,lack of time management,everything!,nothing,,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",limeade,lily,2023-09-12,time management,lack of time management everything! nothing
305,127,i avoid doing home chores.,the tricks that i currently employe are used by others,have a segment focus on home life.,not sure,"monday,tuesday,wednesday",lunch,wellfocused calendar,lily,2023-09-12,time management,i avoid doing home chores. the tricks that i currently employe are used by others have a segment focus on home life. not sure
306,128,"i'm interested in the topic. (i'm good at time management and am always looking for ways to improve, especially given that my living situation changed rather drastically a bit over a year ago.)","3 things: 1. i'd never heard of the eisenhower decision matrix (great tool!); 2. the reinforcement that one should focus on what 'action choice' (for lack of a better word) will best reinforce my long-term desires; and 3. directly related to #2, the reinforcement of boundary definition. i just listened to a great 'dear sugars' podcast episode in which cheryl strayed & steve almond discuss 'saying no' with oprah winfrey. it's terrific--i can always use encouragement in this area (many people ask me for help!)--and this workshop did just that. thank you!!","i can't think of anything. although i'm curious what other topics lily brown was planning to introduce (she said she ran out of time), i thought it was terrific.",i've always been interested in habit formation and breaking down big tasks - and i love hearing different 'takes' on those topics!,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",limeade,lily,2023-09-12,time management,"i'm interested in the topic. (i'm good at time management and am always looking for ways to improve, especially given that my living situation changed rather drastically a bit over a year ago.) 3 things: 1. i'd never heard of the eisenhower decision matrix (great tool!); 2. the reinforcement that one should focus on what 'action choice' (for lack of a better word) will best reinforce my long-term desires; and 3. directly related to #2, the reinforcement of boundary definition. i just listened to a great 'dear sugars' podcast episode in which cheryl strayed & steve almond discuss 'saying no' with oprah winfrey. it's terrific--i can always use encouragement in this area (many people ask me for help!)--and this workshop did just that. thank you!! i can't think of anything. although i'm curious what other topics lily brown was planning to introduce (she said she ran out of time), i thought it was terrific. i've always been interested in habit formation and breaking down big tasks - and i love hearing different 'takes' on those topics!"
307,129,i struggle with productivity in my work - i want to make more progress on the projects that i value,"i had learned about the einstein matrix for prioritizing work before, but i really liked how dr. brown defined ""urgency"" as tasks that are urgent for you and the kind of career you want to build. that was a new way of thinking about it for me.",,,,,"wellfocused calendar,limeade",lily,2023-09-12,time management,"i struggle with productivity in my work - i want to make more progress on the projects that i value i had learned about the einstein matrix for prioritizing work before, but i really liked how dr. brown defined ""urgency"" as tasks that are urgent for you and the kind of career you want to build. that was a new way of thinking about it for me."
308,130,topic is important to me,slides to back up what the speaker was saying,it was a bit rushed at the end,,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",pm report,lily,2023-09-12,time management,topic is important to me slides to back up what the speaker was saying it was a bit rushed at the end
309,131,overall focus on work life balance this year,no judgement zone,nothing,learning to say no kindly,wednesday,lunch,"pm report,wellfocused calendar,limeade",lily,2023-09-12,time management,overall focus on work life balance this year no judgement zone nothing learning to say no kindly
310,132,,,,,,lunch,limeade,lily,2023-09-12,time management,
311,133,,,,,"monday,tuesday,wednesday,friday","morning,lunch,afternoon","pm report,wellfocused calendar",lily,2023-09-12,time management,
312,134,well focus,all the information was very useful.,nothing,elder care,"wednesday,thursday",evening,wellfocused calendar,lily,2023-09-12,time management,well focus all the information was very useful. nothing elder care
313,135,,,,,friday,lunch,limeade,lily,2023-09-12,time management,
314,136,,,,,,,,lily,2023-09-12,time management,
315,137,,brief and concise,would like to get a transcript or link to rewatch,,"tuesday,friday",afternoon,wellfocused calendar,lily,2023-09-12,time management,brief and concise would like to get a transcript or link to rewatch
316,138,subject interested me -for myself and child.,"some interesting information was discussed but since session is short maybe she must keep it ""short and sweet"".",make it a longer session by at least 15 mins and add night terrors to future discussion.,dr. brown said she'd talk about night terrors later but never mentioned it again. maybe she ran out of time.,"tuesday,wednesday,thursday,friday","lunch,evening",wellfocused calendar,lily,2023-09-18,understanding nightmares,"subject interested me -for myself and child. some interesting information was discussed but since session is short maybe she must keep it ""short and sweet"". make it a longer session by at least 15 mins and add night terrors to future discussion. dr. brown said she'd talk about night terrors later but never mentioned it again. maybe she ran out of time."
317,139,,,,,,,,lily,2023-09-18,understanding nightmares,
318,140,topic,learned difference between nightmare and night terror,as i left session after 10min i really cannot comment,,,,friend/colleague,lily,2023-09-18,understanding nightmares,topic learned difference between nightmare and night terror as i left session after 10min i really cannot comment
319,141,,,,,"monday,tuesday,wednesday,thursday","morning,afternoon",pm report,lily,2023-09-18,understanding nightmares,
320,142,,,,,monday,lunch,wellfocused calendar,lily,2023-09-18,understanding nightmares,
321,143,desire to improve my overall disposition,i liked the suggested activities,,,tuesday,lunch,limeade,lily,2023-09-18,understanding nightmares,desire to improve my overall disposition i liked the suggested activities
322,144,personal growth.,good information.,no changes recommended.,no recommendations at this time.,"tuesday,wednesday,thursday,friday","lunch,afternoon,evening",other,lily,2023-09-18,understanding nightmares,personal growth. good information. no changes recommended. no recommendations at this time.
323,145,only sleeping 4-6 hours - waking up 2 times a night,tips for sleep,nothing,,"monday,tuesday,wednesday,thursday,friday",lunch,"pm report,wellfocused calendar,limeade",lily,2023-09-18,understanding nightmares,only sleeping 4-6 hours - waking up 2 times a night tips for sleep nothing
324,146,,,,,thursday,lunch,wellfocused calendar,lily,2023-09-25,connecting with other people,
325,147,,,,,tuesday,lunch,pm report,lily,2023-09-25,connecting with other people,
326,148,recent distress related to personal interactions,concrete instructions,,work/life balance; intentionality & mindfulness,"tuesday,wednesday",lunch,wellfocused calendar,lily,2023-09-25,connecting with other people,recent distress related to personal interactions concrete instructions  work/life balance; intentionality & mindfulness
327,149,,,,,"monday,tuesday,friday","morning,lunch,afternoon",wellfocused calendar,lily,2023-09-25,connecting with other people,
328,150,,,,"productive negotations (salary increases, etc)","monday,tuesday,wednesday,friday","morning,lunch,afternoon","pm report,wellfocused calendar",lily,2023-09-25,connecting with other people,"productive negotations (salary increases, etc)"
329,151,current stress impacting working. trying to use what penn has to offer.,the advice was good,could be longer so no need to rush through info,stress and anxiety during work not impacting me,"tuesday,wednesday,thursday,friday","afternoon,evening",friend/colleague,lily,2023-09-25,connecting with other people,current stress impacting working. trying to use what penn has to offer. the advice was good could be longer so no need to rush through info stress and anxiety during work not impacting me
330,152,the topic,presentation was sent to us,,,"monday,tuesday,wednesday","morning,afternoon",wellfocused calendar,lily,2023-09-25,connecting with other people,the topic presentation was sent to us
331,153,,,,,"tuesday,thursday",lunch,wellfocused calendar,lily,2023-09-25,connecting with other people,
332,154,,,,,"tuesday,wednesday,thursday,friday","morning,lunch",wellfocused calendar,lily,2023-09-25,connecting with other people,
333,155,the topic,all,nothing,,friday,lunch,"wellfocused calendar,limeade",lily,2023-09-25,connecting with other people,the topic all nothing
334,156,,,,,monday,morning,wellfocused calendar,lily,2023-09-25,connecting with other people,
335,157,,,,,wednesday,evening,wellfocused calendar,lily,2023-09-25,connecting with other people,
336,158,,,,,"monday,friday","morning,afternoon",wellfocused calendar,lily,2023-09-25,connecting with other people,
337,159,i am interested in the topic,i think valuable skills were taught,it was a lot of information and moved too quickly.,,"monday,tuesday,friday","lunch,afternoon",pm report,lily,2023-09-25,connecting with other people,i am interested in the topic i think valuable skills were taught it was a lot of information and moved too quickly.
338,160,,,,,wednesday,afternoon,wellfocused calendar,lily,2023-09-25,connecting with other people,
339,161,,communication skills,not opening up chat for questions a minute before the meeting is over. not enough time.,speaking up to management,"thursday,friday","lunch,afternoon",pm report,lily,2023-10-02,supporting family with anxiety,communication skills not opening up chat for questions a minute before the meeting is over. not enough time. speaking up to management
340,162,17 year old with anxiety,overall global advice,nothing,similar,"monday,tuesday,wednesday,thursday,friday",lunch,"wellfocused calendar,limeade",lily,2023-10-02,supporting family with anxiety,17 year old with anxiety overall global advice nothing similar
341,163,stress and anxiety,,,stress/relationships/time management/prioritization,"monday,thursday,friday","morning,lunch",limeade,lily,2023-10-02,supporting family with anxiety,stress and anxiety   stress/relationships/time management/prioritization
342,164,the topic,,,"anxiety, self-care, depression, family",,lunch,pm report,lily,2023-10-02,supporting family with anxiety,"the topic   anxiety, self-care, depression, family"
343,165,these sessions on various topics often offer great little amounts of insight from experts.,,"why are these not recorded and made available to people outside of that one moment in time, including people who have something come up and are not able to attend it in real time?",,tuesday,"lunch,afternoon",pm report,lily,2023-10-02,supporting family with anxiety,"these sessions on various topics often offer great little amounts of insight from experts.  why are these not recorded and made available to people outside of that one moment in time, including people who have something come up and are not able to attend it in real time?"
344,166,mom and brother,"4x4 3,3,3",,,,afternoon,wellfocused calendar,lily,2023-10-02,supporting family with anxiety,"mom and brother 4x4 3,3,3"
345,167,that my daughter and myself both have anxiety.,on how to deal with my and my daughters's anxiety.,,,"monday,tuesday,wednesday,thursday,friday","lunch,afternoon,evening",pm report,lily,2023-10-02,supporting family with anxiety,that my daughter and myself both have anxiety. on how to deal with my and my daughters's anxiety.
346,168,,,,,"tuesday,thursday",lunch,limeade,lily,2023-10-03,promoting connection to your partner,
347,169,need to bring happiness in my home,made me more aware of my own issue and responsibilities,,,"tuesday,thursday",lunch,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,need to bring happiness in my home made me more aware of my own issue and responsibilities
348,170,relationship management,the communication exercise with my partner,nothing,,"monday,friday","lunch,afternoon",wellfocused calendar,lily,2023-10-03,promoting connection to your partner,relationship management the communication exercise with my partner nothing
349,171,always interesting in learning new things/approaches to situations,"how to listen; starting physicality with daily hugs, must agree to accept something that is not changeable about my spouse",,,,,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,"always interesting in learning new things/approaches to situations how to listen; starting physicality with daily hugs, must agree to accept something that is not changeable about my spouse"
350,172,,no,no,,wednesday,evening,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,no no
351,173,i am always looking for better ways to communicate with people in my life.,,,,"monday,tuesday,wednesday,thursday,friday",lunch,wellfocused calendar,lily,2023-10-03,promoting connection to your partner,i am always looking for better ways to communicate with people in my life.
352,174,having been a caregiver,specific suggestions and examples of thought processes,nothing,practitioner burnout,,lunch,wellfocused calendar,lily,2023-10-12,managing caregiver burnout,having been a caregiver specific suggestions and examples of thought processes nothing practitioner burnout
353,175,to learn,the community,,"romantic relationship, race in america",wednesday,lunch,"wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,"to learn the community  romantic relationship, race in america"
354,176,i'm my mom's caregiver,just knowing that i'm not alone with the feeings that i have and to hear ways to cope & work through them.,nothing,more on caregiving,wednesday,"lunch,afternoon",pm report,lily,2023-10-12,managing caregiver burnout,i'm my mom's caregiver just knowing that i'm not alone with the feeings that i have and to hear ways to cope & work through them. nothing more on caregiving
355,177,i am struggling as a caregiver. my life is not my own,knowing that so many are experiencing the same things day to day,nothing,,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",wellfocused calendar,lily,2023-10-12,managing caregiver burnout,i am struggling as a caregiver. my life is not my own knowing that so many are experiencing the same things day to day nothing
356,178,i am caring for mom who is in a facility and dad who is living independently,i appreciated lily's personal perspective,a little longer...possibly more q&a,"navigating medicare, medicaid. navigating hospice care",friday,lunch,pm report,lily,2023-10-12,managing caregiver burnout,"i am caring for mom who is in a facility and dad who is living independently i appreciated lily's personal perspective a little longer...possibly more q&a navigating medicare, medicaid. navigating hospice care"
357,179,,,,,"monday,thursday,friday","lunch,evening","wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,
358,180,i have been the caregiver for my father for more than 10 years.,i liked the familiarity of the presentation. alot of the psychology i knew but it helped to hear it again.,,coping with stress in the workplace,wednesday,afternoon,pm report,lily,2023-10-12,managing caregiver burnout,i have been the caregiver for my father for more than 10 years. i liked the familiarity of the presentation. alot of the psychology i knew but it helped to hear it again.  coping with stress in the workplace
359,181,role strain,elements of caregiver fatigue,practice techniques,ptsd,wednesday,afternoon,pm report,lily,2023-10-12,managing caregiver burnout,role strain elements of caregiver fatigue practice techniques ptsd
360,182,i'm a caregiver,everything was very helpful. i could identify with everything presented.,"nothing. i liked the 30 minute session. not too overwhelming, but gave me a lot of things to think about and apply.",sessions that expand and spend more time discussing the topics presented in this session,"monday,tuesday,wednesday,thursday,friday",afternoon,pm report,lily,2023-10-12,managing caregiver burnout,"i'm a caregiver everything was very helpful. i could identify with everything presented. nothing. i liked the 30 minute session. not too overwhelming, but gave me a lot of things to think about and apply. sessions that expand and spend more time discussing the topics presented in this session"
361,183,care giver for 3 parents,that i am not alone,one on one sessions,,"monday,friday",lunch,pm report,lily,2023-10-12,managing caregiver burnout,care giver for 3 parents that i am not alone one on one sessions
362,184,it's very personal and relevant to me.,it felt validating to hear and read similar experience and symptoms to my own from caregiving.,i would have liked more practical information about coping.,"more on caregiving, supporting loved ones with cancer or chronic illness.","thursday,friday","lunch,afternoon",pm report,lily,2023-10-12,managing caregiver burnout,"it's very personal and relevant to me. it felt validating to hear and read similar experience and symptoms to my own from caregiving. i would have liked more practical information about coping. more on caregiving, supporting loved ones with cancer or chronic illness."
363,185,,,,"work life balance, stress coping skills, sleep",,lunch,"pm report,wellfocused calendar",lily,2023-10-12,managing caregiver burnout,"work life balance, stress coping skills, sleep"
364,186,i am a part-time caregiver for my mom.,understanding the 5 stages of grief was helpful.,,coping with (alzheimer's) mental illness of a loved one.,"monday,tuesday,wednesday,thursday","lunch,afternoon","wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,i am a part-time caregiver for my mom. understanding the 5 stages of grief was helpful.  coping with (alzheimer's) mental illness of a loved one.
365,187,,,,,wednesday,morning,pm report,lily,2023-10-12,managing caregiver burnout,
366,188,i help care for my mother. this is new so i needed some tips.,to know that others share the same experiences.,i wish the session was longer than 30 minutes.,self care,"thursday,friday","lunch,afternoon",wellfocused calendar,lily,2023-10-12,managing caregiver burnout,i help care for my mother. this is new so i needed some tips. to know that others share the same experiences. i wish the session was longer than 30 minutes. self care
367,189,,,,money,tuesday,evening,"wellfocused calendar,limeade",lily,2023-10-12,managing caregiver burnout,money
368,190,strong encouragement from family member,recognized the fact that depression is a symptom of caregiver stress,list coping mechanisms,"anxiety, bereavement, empathy",,,"friend/colleague,pm report",lily,2023-10-12,managing caregiver burnout,"strong encouragement from family member recognized the fact that depression is a symptom of caregiver stress list coping mechanisms anxiety, bereavement, empathy"
369,191,,,,,,,wellfocused calendar,lily,2023-10-12,managing caregiver burnout,
370,192,,,,,"monday,wednesday,friday","morning,lunch,afternoon",wellfocused calendar,lily,2023-11-01,managing triggers for substance abuse during the holidays,
